no	Lat	Long	Species	Sampling_date	Confirming_date	Subtype	Patho_type	Report_type	Info9	Info10	location3
633b	22.74791667	120.58841667	鹿野雞	2018-10-03	2018-10-06	H5N2	HPAI	屠宰場回溯	633	633	Pingtung County
632b	23.75477222	120.22635278	正番鴨	2018-09-25	2018-10-06	H5N2	HPAI	周邊監測	632	632	Yunlin County
631b	22.627445	120.525131	其他	2018-09-23	2018-09-28	H5N2	HPAI	民眾通報	631	631	Pingtung County
630b	23.77768	120.45968	種鵝	2018-09-16	2018-09-19	H5N2	HPAI	業者主動通報	630	630	Yunlin County
629b	23.60939	120.31081	火雞	2018-09-03	2018-09-06	H5N2	HPAI	業者主動通報	629	629	Yunlin County
628b	23.699358	120.238394	種鵝	2018-08-30	2018-09-06	H5N2	HPAI	業者主動通報	628	628	Yunlin County
627b	23.75283	120.21884	紅羽土雞	2018-08-26	2018-08-29	H5N2	HPAI	業者主動通報	627	627	Yunlin County
626b	22.80301944	120.56578889	蛋中雞	2018-08-13	2018-08-16	H5N2	HPAI	業者主動通報	626	626	Pingtung County
625b	23.53181	120.20823	土雞混養	2018-07-27	2018-07-30	H5N2	HPAI	業者主動通報	625	625	Yunlin County
624b	23.723561	120.235728	土番鴨	2018-07-18	2018-07-30	H5N2	HPAI	周邊監測	624	624	Yunlin County
623b	23.7243	120.2682	火雞	2018-07-02	2018-07-05	H5N2	HPAI	業者主動通報	623	623	Yunlin County
622b	23.774055	120.503549	土番鴨	2018-06-26	2018-07-08	H5Nx	HPAI	周邊監測	622	622	Yunlin County
621b	23.741042	120.232727	正番鴨	2018-06-22	2018-06-25	H5N2	HPAI	業者主動通報	621	621	Yunlin County
620b	23.73684	120.27445	北京鴨	2018-06-21	2018-06-24	H5N2	HPAI	業者主動通報	620	620	Yunlin County
619b	23.711551	120.292749	正番鴨	2018-06-19	2018-06-30	H5N2	HPAI	周邊監測	619	619	Yunlin County
617b	23.68873	120.26785	紅羽土雞	2018-05-31	2018-06-03	H5N2	HPAI	業者主動通報	617	618	Yunlin County
618b	23.20739	120.2108	土番鴨	2018-05-31	2018-06-09	H5N2	HPAI	周邊監測	618	617	Tainan City
616b	23.99186	120.36518	土番鴨	2018-05-29	2018-06-03	H5N2	HPAI	周邊監測	616	616	Changhua County
615b	23.20692	120.2128	肉鵝	2018-05-16	2018-05-19	H5N2	HPAI	業者主動通報	615	615	Tainan City
614b	23.677665	120.265872	土雞混養	2018-05-15	2018-05-18	H5N2	HPAI	業者主動通報	614	614	Yunlin County
613b	23.76580556	120.25339722	北京鴨	2018-05-07	2018-05-19	H5N2	HPAI	周邊監測	613	613	Yunlin County
612b	23.59375	120.20606	肉鵝	2018-05-03	2018-05-08	H5N2	HPAI	業者主動通報	612	612	Yunlin County
611b	23.71524	120.28428	肉鵝	2018-04-20	2018-04-23	H5N2	HPAI	業者主動通報	611	611	Yunlin County
609b	23.76209	120.468642	紅羽土雞	2018-04-17	2018-04-20	H5Nx	HPAI	檢舉案	609	610	Yunlin County
610b	22.569	120.49558333	土番鴨	2018-04-17	2018-04-23	H5N2	HPAI	周邊監測	610	609	Pingtung County
607b	24.277308	120.655196	仿鬥雞	2018-04-10	2018-04-13	H5N2	HPAI	業者主動通報	607	608	Taichung City
608b	23.722773	120.240025	北京鴨	2018-04-10	2018-04-21	H5N2	HPAI	周邊監測	608	607	Yunlin County
606b	23.99632	120.36292	珍珠雞	2018-04-09	2018-04-12	H5N2	HPAI	業者主動通報	606	606	Changhua County
605b	23.76612222	120.63851667	白肉種雞	2018-04-08	2018-04-11	H5N2	HPAI	業者主動通報	605	605	Yunlin County
603b	23.621047	120.194404	肉鵝	2018-04-02	2018-04-05	H5N2	HPAI	檢舉案	603	604	Yunlin County
604b	22.94309	120.2926	古早雞	2018-04-02	2018-04-15	H5N2	HPAI	周邊監測	604	603	Tainan City
602b	23.74108	120.23136	肉鵝	2018-03-30	2018-04-02	H5N2	HPAI	業者主動通報	602	602	Yunlin County
601b	23.77236	120.50275	蛋雞	2018-03-28	2018-03-31	H5N2	HPAI	業者主動通報	601	601	Yunlin County
600b	22.77155556	120.56169444	土番鴨	2018-03-27	2018-03-31	H5N2	HPAI	周邊監測	600	600	Pingtung County
599b	23.699839	120.262294	土番鴨	2018-03-26	2018-04-06	H5N2	HPAI	周邊監測	599	599	Yunlin County
597b	23.71694	120.24695	北京鴨	2018-03-12	2018-03-15	H5N2	HPAI	業者主動通報	597	598	Yunlin County
598b	23.807542	120.270617	土番鴨	2018-03-12	2018-03-18	H5N2	HPAI	主動監測	598	597	Yunlin County
595b	22.57036111	120.50388889	土番鴨	2018-03-06	2018-03-11	H5N2	HPAI	周邊監測	595	596	Pingtung County
596b	22.5705	120.50291667	土番鴨	2018-03-06	2018-03-11	H5N2	HPAI	周邊監測	596	595	Pingtung County
593b	23.719452	120.248761	北京鴨	2018-03-05	2018-03-08	H5N2	HPAI	業者主動通報	593	594	Yunlin County
594b	22.45260278	120.58091667	蛋鴨	2018-03-05	2018-03-08	H5N2	HPAI	周邊監測	594	593	Pingtung County
591b	23.793783	120.232018	紅羽土雞	2018-03-01	2018-03-04	H5N2	HPAI	業者主動通報	591	592	Yunlin County
592b	23.7032	120.2637	黑羽土雞	2018-03-01	2018-03-04	H5N2	HPAI	業者主動通報	592	591	Yunlin County
589b	23.710572	120.249017	烏骨雞	2018-02-27	2018-03-02	H5N2	HPAI	業者主動通報	589	590	Yunlin County
590b	23.698974	120.234904	土番鴨	2018-02-27	2018-03-12	H5N2	HPAI	周邊監測	590	589	Yunlin County
588b	23.607754	120.3255	火雞	2018-02-24	2018-02-27	H5N2	HPAI	業者主動通報	588	588	Yunlin County
586b	23.723624	120.253081	土番鴨	2018-02-22	2018-03-05	H5N2	HPAI	周邊監測	586	587	Yunlin County
587b	23.72866667	120.25413333	土番鴨	2018-02-22	2018-03-05	H5N2	HPAI	周邊監測	587	586	Yunlin County
585b	23.752833	120.218847	土雞混養	2018-02-15	2018-02-18	H5N2	HPAI	業者主動通報	585	585	Yunlin County
582b	22.809225	120.57141667	紅羽土雞	2018-02-12	2018-02-14	H5N2	HPAI	業者主動通報	582	584	Pingtung County
583b	23.48408056	120.33925833	種鵝	2018-02-12	2018-02-14	H5N2	HPAI	業者主動通報	583	583	Chiayi County
584b	23.761503	120.245481	皇金雞	2018-02-12	2018-02-15	H5N2	HPAI	業者主動通報	584	582	Yunlin County
581b	23.7536	120.21897	黑羽土雞	2018-02-05	2018-02-08	H5N2	HPAI	業者主動通報	581	581	Yunlin County
578b	22.52094444	120.44066667	土番鴨	2018-02-01	2018-02-08	H5N2	HPAI	主動監測	578	580	Pingtung County
579b	22.521425	120.44015278	土番鴨	2018-02-01	2018-02-08	H5N2	HPAI	主動監測	579	579	Pingtung County
580b	22.57676111	120.50107778	土番鴨	2018-02-01	2018-02-10	H5N2	HPAI	主動監測	580	578	Pingtung County
572b	23.77906	120.24561	皇金雞	2018-01-31	2018-02-03	H5N2	HPAI	業者主動通報	572	577	Yunlin County
573b	23.62316	120.23669	黑羽土雞	2018-01-31	2018-02-03	H5N2	HPAI	業者主動通報	573	576	Yunlin County
574b	23.62326	120.23712	黑羽土雞	2018-01-31	2018-02-03	H5N2	HPAI	業者主動通報	574	575	Yunlin County
575b	23.4963	120.33382	種鵝	2018-01-31	2018-02-03	H5N2	HPAI	業者主動通報	575	574	Chiayi County
576b	22.51758611	120.54351944	正番鴨	2018-01-31	2018-02-06	H5N8	HPAI	主動監測	576	573	Pingtung County
577b	23.704321	120.409792	蛋雞	2018-01-31	2018-02-10	H5Nx	HPAI	周邊監測	577	572	Yunlin County
569b	23.369988	120.307401	肉鵝	2018-01-28	2018-01-31	H5N2	HPAI	業者主動通報	569	571	Tainan City
570b	23.763768	120.229743	紅羽土雞	2018-01-28	2018-01-31	H5N2	HPAI	業者主動通報	570	570	Yunlin County
571b	23.74246	120.23751	黑羽土雞	2018-01-28	2018-01-31	H5N2	HPAI	業者主動通報	571	569	Yunlin County
568b	23.70701	120.27153	土番鴨	2018-01-26	2018-02-04	H5N2	HPAI	主動監測	568	568	Yunlin County
566b	22.93796	120.29368	土番鴨	2018-01-24	2018-01-29	H5N2	HPAI	主動監測	566	567	Tainan City
567b	23.61423	120.20099	土番鴨	2018-01-24	2018-02-03	H5N2	HPAI	主動監測	567	566	Yunlin County
563b	23.94012	120.40766	土番鴨	2018-01-23	2018-01-30	H5N2	HPAI	主動監測	563	565	Changhua County
564b	23.69813	120.2372	土番鴨	2018-01-23	2018-02-03	H5N2	HPAI	主動監測	564	564	Yunlin County
565b	23.70333	120.26579	正番鴨	2018-01-23	2018-02-03	H5N2	HPAI	主動監測	565	563	Yunlin County
560b	23.81504	120.39092	紅羽土雞	2018-01-22	2018-01-25	H5N2	HPAI	業者主動通報	560	562	Yunlin County
561b	23.857151	120.273236	土番鴨	2018-01-22	2018-01-29	H5N2	HPAI	主動監測	561	561	Changhua County
562b	23.99109	120.40513	土番鴨	2018-01-22	2018-01-29	H5N2	HPAI	主動監測	562	560	Changhua County
559b	22.73677778	120.59505556	古早雞	2018-01-19	2018-01-22	H5N2	HPAI	業者主動通報	559	559	Pingtung County
556b	22.68104167	120.58423333	蛋雞	2018-01-17	2018-01-20	H5N2	HPAI	業者主動通報	556	558	Pingtung County
557b	23.765361	120.237803	土番鴨	2018-01-17	2018-01-26	H5N2	HPAI	主動監測	557	557	Yunlin County
558b	24.29922222	120.65916667	土番鴨	2018-01-17	2018-01-30	H5N2	HPAI	主動監測	558	556	Taichung City
555b	23.579531	120.427143	火雞	2018-01-16	2018-01-19	H5N2	HPAI	業者主動通報	555	555	Chiayi County
554b	23.85812778	120.27689167	皇金雞	2018-01-15	2018-01-19	H5N2	HPAI	業者主動通報	554	554	Changhua County
553b	22.452	120.5715	蛋雞	2018-01-12	2018-01-17	H5Nx	HPAI	周邊監測	553	553	Pingtung County
552b	22.48472222	120.44266667	土番鴨	2018-01-11	2018-01-18	H5N2	HPAI	主動監測	552	552	Pingtung County
551b	23.4543	120.266412	其他	2018-01-10	2018-01-13	H5N2	HPAI	民眾通報	551	551	Chiayi County
550b	22.75952778	120.56852778	土番鴨	2018-01-08	2018-01-13	H5N2	HPAI	周邊監測	550	550	Pingtung County
549b	23.940875	120.407272	土番鴨	2018-01-05	2018-01-20	H5N2	HPAI	主動監測	549	549	Changhua County
546b	23.698826	120.409698	土番鴨	2018-01-04	2018-01-07	H5N2	HPAI	業者主動通報	546	548	Yunlin County
547b	23.71069	120.23502	古早雞	2018-01-04	2018-01-07	H5N2	HPAI	業者主動通報	547	547	Yunlin County
548b	22.76721667	120.56782222	北京鴨	2018-01-04	2018-01-30	H5N2	HPAI	周邊監測	548	546	Pingtung County
544b	23.684225	120.250149	紅羽土雞	2018-01-02	2018-01-05	H5N2	HPAI	業者主動通報	544	545	Yunlin County
545b	23.71176111	120.27959167	土番鴨	2018-01-02	2018-01-14	H5N2	HPAI	主動監測	545	544	Yunlin County
543b	23.639212	120.302376	黑羽土雞	2017-12-28	2018-01-01	H5N2	HPAI	業者主動通報	543	543	Yunlin County
541b	23.50587222	120.28482778	正番鴨	2017-12-27	2017-12-30	H5N2	HPAI	業者主動通報	541	542	Chiayi County
542b	22.45022222	120.57616667	肉鴨	2017-12-27	2018-01-01	H5N2	HPAI	主動監測	542	541	Pingtung County
540b	22.76288889	120.56644444	皇金雞	2017-12-26	2017-12-29	H5N2	HPAI	業者主動通報	540	540	Pingtung County
539b	23.71407	120.29334	古早雞	2017-12-18	2017-12-21	H5N2	HPAI	業者主動通報	539	539	Yunlin County
538b	23.751641	120.545359	肉鴨	2017-12-15	2017-12-23	H5N2	HPAI	主動監測	538	538	Yunlin County
537b	23.756126	120.511066	肉鴨	2017-12-14	2017-12-21	H5N2	HPAI	主動監測	537	537	Yunlin County
535b	23.044318	120.100681	候(野)鳥	2017-12-01	2017-12-04	H5N6	HPAI	候(野)鳥	535	536	Tainan City
536b	23.720776	120.255871	肉鵝	2017-12-01	2017-12-04	H5N2	HPAI	業者主動通報	536	535	Yunlin County
534b	23.741647	120.242315	黑羽土雞	2017-11-22	2017-11-25	H5N2	HPAI	業者主動通報	534	534	Yunlin County
533b	23.555513	120.226985	皇金雞	2017-11-15	2017-11-18	H5N2	HPAI	屠宰場回溯	533	533	Yunlin County
532b	23.7573	120.23807222	肉鴨	2017-11-08	2017-11-25	H5N2	HPAI	周邊監測	532	532	Yunlin County
531b	23.20247	120.18345	其他	2017-11-03	2017-11-06	H5N2	HPAI	民眾通報	531	531	Tainan City
530b	23.715553	120.249739	正番鴨	2017-11-01	2017-11-04	H5N2	HPAI	業者主動通報	530	530	Yunlin County
529b	23.75229	120.23097	肉鵝	2017-10-26	2017-10-29	H5N2	HPAI	業者主動通報	529	529	Yunlin County
528b	23.7428	120.23433056	肉鴨	2017-09-14	2017-09-30	H5N2	HPAI	周邊監測	528	528	Yunlin County
527b	23.740297	120.23037	肉鴨	2017-09-13	2017-09-30	H5N2	HPAI	周邊監測	527	527	Yunlin County
526b	23.56125	120.34609	其他	2017-08-22	2017-08-25	H5N2	HPAI	民眾通報	526	526	Chiayi County
525b	23.69218	120.25864	紅羽土雞	2017-08-21	2017-08-24	H5N2	HPAI	業者主動通報	525	525	Yunlin County
524b	23.761503	120.245481	紅羽土雞	2017-08-15	2017-08-19	H5N2	HPAI	業者主動通報	524	524	Yunlin County
522b	23.846712	120.305994	肉鴨	2017-07-24	2017-08-01	H5N2	HPAI	周邊監測	522	523	Changhua County
523b	23.847487	120.305607	肉鴨	2017-07-24	2017-08-01	H5N2	HPAI	周邊監測	523	522	Changhua County
521b	23.85076	120.306669	黑羽土雞	2017-07-16	2017-07-19	H5N2	HPAI	業者主動通報	521	521	Changhua County
520b	23.72469	120.253493	黑羽土雞	2017-07-13	2017-07-16	H5N2	HPAI	業者主動通報	520	520	Yunlin County
518b	23.762298	120.262057	紅羽土雞	2017-07-11	2017-07-14	H5N2	HPAI	業者主動通報	518	519	Yunlin County
519b	23.762332	120.261465	紅羽土雞	2017-07-11	2017-07-14	H5N2	HPAI	業者主動通報	519	518	Yunlin County
517b	23.786959	120.250094	土雞混養	2017-07-09	2017-07-12	H5N2	HPAI	業者主動通報	517	517	Yunlin County
516b	23.68405	120.32722	紅羽土雞	2017-07-08	2017-07-11	H5N2	HPAI	業者主動通報	516	516	Yunlin County
515b	23.710572	120.249017	紅羽土雞	2017-07-06	2017-07-09	H5N2	HPAI	業者主動通報	515	515	Yunlin County
514b	24.393	120.59933056	鬥雞	2017-07-01	2017-07-05	H5N2	HPAI	檢舉案	514	514	Taichung City
513b	22.74333333	120.54238889	肉鴨	2017-06-29	2017-07-07	H5N2_H5N8	HPAI	周邊監測	513	513	Pingtung County
512b	22.73683333	120.54858333	肉鴨	2017-06-28	2017-07-06	H5N2	HPAI	周邊監測	512	512	Pingtung County
511b	23.28314444	120.29361111	肉鵝	2017-06-27	2017-06-30	H5N2	HPAI	業者主動通報	511	511	Tainan City
509b	23.61111	120.31046	火雞	2017-06-26	2017-06-29	H5N2	HPAI	業者主動通報	509	510	Yunlin County
510b	23.689666	120.273701	黑羽土雞	2017-06-26	2017-06-29	H5N2	HPAI	業者主動通報	510	509	Yunlin County
508b	23.61587	120.315954	黑羽土雞	2017-06-25	2017-06-28	H5N2	HPAI	業者主動通報	508	508	Yunlin County
507b	23.249246	120.285395	火雞	2017-06-24	2017-06-27	H5N2	HPAI	業者主動通報	507	507	Tainan City
506b	22.79698611	120.56146111	肉鴨	2017-06-22	2017-06-29	H5N2	HPAI	周邊監測	506	506	Pingtung County
504b	23.59172	120.25441	火雞	2017-06-19	2017-06-22	H5N2	HPAI	業者主動通報	504	505	Yunlin County
505b	23.242137	120.282777	蛋鴨	2017-06-19	2017-06-23	H5N2_H5N8	HPAI	周邊監測	505	504	Tainan City
503b	22.42247222	120.57730556	肉鴨	2017-06-16	2017-06-22	H5N2	HPAI	周邊監測	503	503	Pingtung County
502b	23.220206	120.234848	皇金雞	2017-06-15	2017-06-18	H5N2	HPAI	業者主動通報	502	502	Tainan City
500b	23.721533	120.257885	紅羽土雞	2017-06-13	2017-06-16	H5N2	HPAI	業者主動通報	500	501	Yunlin County
501b	22.73941667	120.54986111	鹿野雞	2017-06-13	2017-06-16	H5Nx	HPAI	屠宰場回溯	501	500	Pingtung County
499b	23.691739	120.235827	火雞	2017-06-12	2017-06-15	H5N2	HPAI	業者主動通報	499	499	Yunlin County
498b	23.862076	120.409937	紅羽土雞	2017-06-11	2017-06-14	H5N2	HPAI	業者主動通報	498	498	Changhua County
497b	23.216385	120.236447	其他	2017-06-10	2017-06-14	H5N2	HPAI	民眾通報	497	497	Tainan City
496b	23.7098	120.25006	紅羽土雞	2017-06-08	2017-06-11	H5N2	HPAI	業者主動通報	496	496	Yunlin County
495b	23.584066	120.262667	紅羽土雞	2017-05-25	2017-05-28	H5N2	HPAI	屠宰場回溯	495	495	Yunlin County
494b	23.79442	120.3097	紅羽土雞	2017-05-23	2017-05-26	H5N2	HPAI	業者主動通報	494	494	Yunlin County
493b	23.7166	120.25085	黑羽土雞	2017-05-20	2017-05-23	H5N2	HPAI	業者主動通報	493	493	Yunlin County
492b	23.850747	120.305667	皇金雞	2017-05-12	2017-05-16	H5N2	HPAI	業者主動通報	492	492	Changhua County
491b	22.80486111	120.55822222	肉鴨	2017-05-11	2017-05-18	H5N2	HPAI	周邊監測	491	491	Pingtung County
490b	22.80261111	120.55777778	肉鴨	2017-05-10	2017-05-15	H5N2	HPAI	周邊監測	490	490	Pingtung County
489b	23.728601	120.244655	黑羽土雞	2017-05-08	2017-05-11	H5N2	HPAI	業者主動通報	489	489	Yunlin County
488b	23.728502	120.244385	黑羽土雞	2017-05-07	2017-05-10	H5N2	HPAI	業者主動通報	488	488	Yunlin County
487b	23.868321	120.328854	肉鴨	2017-05-03	2017-05-12	H5N2	HPAI	周邊監測	487	487	Changhua County
486b	23.72809	120.24499	烏骨雞	2017-05-01	2017-05-04	H5N2	HPAI	業者主動通報	486	486	Yunlin County
485b	22.803	120.56572222	蛋中雞	2017-04-28	2017-05-01	H5N2	HPAI	業者主動通報	485	485	Pingtung County
484b	24.00287	120.39235	肉鴨	2017-04-25	2017-05-01	H5N2	HPAI	主動監測	484	484	Changhua County
483b	23.73977	120.24344	土雞混養	2017-04-14	2017-04-17	H5N2	HPAI	業者主動通報	483	483	Yunlin County
482b	23.40648	120.20542	皇金雞	2017-04-11	2017-04-26	H5N2	HPAI	屠宰場回溯	482	482	Chiayi County
481b	23.62273	120.4926	肉鵝	2017-04-06	2017-04-09	H5N2	HPAI	業者主動通報	481	481	Chiayi County
478b	23.688737	120.267855	土雞混養	2017-04-05	2017-04-08	H5N2	HPAI	業者主動通報	478	480	Yunlin County
479b	23.686393	120.278283	黑羽土雞	2017-04-05	2017-04-08	H5N2	HPAI	業者主動通報	479	479	Yunlin County
480b	23.739512	120.239687	黑羽土雞	2017-04-05	2017-04-08	H5N2	HPAI	業者主動通報	480	478	Yunlin County
476b	23.439368	120.263621	紅羽土雞	2017-04-03	2017-04-06	H5N2	HPAI	業者主動通報	476	477	Chiayi County
477b	23.739437	120.225918	紅羽土雞	2017-04-03	2017-04-06	H5N2	HPAI	業者主動通報	477	476	Yunlin County
473b	23.57273	120.21276	紅羽土雞	2017-03-31	2017-04-03	H5N2	HPAI	業者主動通報	473	475	Yunlin County
474b	23.785295	120.50508	紅羽土雞	2017-03-31	2017-04-03	H5N2	HPAI	屠宰場回溯	474	474	Yunlin County
475b	23.728024	120.507255	紅羽土雞	2017-03-31	2017-04-03	H5N2	HPAI	業者主動通報	475	473	Yunlin County
472b	23.75283	120.21884	紅羽土雞	2017-03-29	2017-04-01	H5N2	HPAI	業者主動通報	472	472	Yunlin County
469b	23.976723	120.403918	紅羽土雞	2017-03-27	2017-03-30	H5N2	HPAI	業者主動通報	469	471	Changhua County
470b	23.228272	120.239985	肉鴨	2017-03-27	2017-04-02	H5N2	HPAI	主動監測	470	470	Tainan City
471b	23.71707	120.69711	肉鴨	2017-03-27	2017-04-02	H5N2	HPAI	主動監測	471	469	Nantou County
468b	23.3912	120.51495	古早雞	2017-03-25	2017-03-28	H5N2	HPAI	業者主動通報	468	468	Chiayi County
467b	23.53621	120.24731	黑羽土雞	2017-03-24	2017-03-27	H5N2	HPAI	業者主動通報	467	467	Chiayi County
465b	22.8997	120.3327	古早雞	2017-03-23	2017-03-26	H5N8	HPAI	業者主動通報	465	466	Tainan City
466b	23.686515	120.279682	黑羽土雞	2017-03-23	2017-03-26	H5N2	HPAI	業者主動通報	466	465	Yunlin County
463b	23.527946	120.2727641	古早雞	2017-03-21	2017-03-24	H5N2	HPAI	檢舉案	463	464	Chiayi County
464b	23.713343	120.289186	黑羽土雞	2017-03-21	2017-03-24	H5N2	HPAI	業者主動通報	464	463	Yunlin County
462b	23.65616	120.19941	紅羽土雞	2017-03-19	2017-03-22	H5N2	HPAI	業者主動通報	462	462	Yunlin County
461b	22.72947222	120.46858333	肉鴨	2017-03-17	2017-03-24	H5N2	HPAI	周邊監測	461	461	Pingtung County
460b	22.72183333	120.47655556	紅羽土雞	2017-03-16	2017-03-19	H5N2	HPAI	業者主動通報	460	460	Pingtung County
454b	23.53355	120.19994	皇金雞	2017-03-15	2017-03-18	H5N2	HPAI	業者主動通報	454	459	Yunlin County
455b	23.61658	120.23526	紅羽土雞	2017-03-15	2017-03-18	H5N2	HPAI	業者主動通報	455	458	Yunlin County
456b	23.618128	120.2361	紅羽土雞	2017-03-15	2017-03-18	H5N2	HPAI	業者主動通報	456	457	Yunlin County
457b	22.7315	120.57894444	肉鴨	2017-03-15	2017-03-20	H5N2	HPAI	主動監測	457	456	Pingtung County
458b	23.21472	120.19938	肉鴨	2017-03-15	2017-03-21	H5N2	HPAI	主動監測	458	455	Tainan City
459b	23.21515	120.1996	肉鴨	2017-03-15	2017-03-21	H5N2	HPAI	主動監測	459	454	Tainan City
452b	23.75860556	120.23277778	紅羽土雞	2017-03-14	2017-03-17	H5N2	HPAI	業者主動通報	452	453	Yunlin County
453b	23.68631	120.27877	黑羽土雞	2017-03-14	2017-03-17	H5N2	HPAI	業者主動通報	453	452	Yunlin County
450b	22.941276	120.511917	肉鴨	2017-03-13	2017-03-18	H5N2	HPAI	主動監測	450	451	Kaohsiung City
451b	23.85329	120.31294	肉鴨	2017-03-13	2017-03-19	H5N2	HPAI	主動監測	451	450	Changhua County
448b	23.752031	120.219739	紅羽土雞	2017-03-12	2017-03-15	H5N2	HPAI	檢舉案	448	449	Yunlin County
449b	23.62806	120.51139	紅羽土雞	2017-03-12	2017-03-15	H5N2	HPAI	檢舉案	449	448	Yunlin County
447b	23.78267	120.50902	紅羽土雞	2017-03-11	2017-03-15	H5Nx	HPAI	業者主動通報	447	447	Yunlin County
445b	24.963853	121.078517	肉鵝	2017-03-09	2017-03-12	H5Nx	HPAI	檢舉案	445	446	Taoyuan City
446b	23.935568	120.333452	肉鴨	2017-03-09	2017-03-16	H5N2	HPAI	主動監測	446	445	Changhua County
444b	25.081649	121.58345	候(野)鳥	2017-03-08	2017-03-12	H5Nx	HPAI	候(野)鳥	444	444	Taipei City
440b	23.256744	120.289187	肉鵝	2017-03-06	2017-03-09	H5N2	HPAI	業者主動通報	440	443	Tainan City
441b	22.876936	120.295828	蛋中雞	2017-03-06	2017-03-09	H5N8	HPAI	業者主動通報	441	442	Kaohsiung City
442b	23.40611111	121.34722222	肉鴨	2017-03-06	2017-03-10	H5N6	HPAI	周邊監測	442	441	Hualien County
443b	22.72394444	120.47277778	肉鴨	2017-03-06	2017-03-11	H5N2	HPAI	主動監測	443	440	Pingtung County
438b	23.226012	120.284732	肉鵝	2017-03-05	2017-03-08	H5N2	HPAI	業者主動通報	438	439	Tainan City
439b	22.55602778	120.51941667	肉鴨	2017-03-05	2017-03-11	H5N8	HPAI	周邊監測	439	438	Pingtung County
436b	23.738237	120.218784	紅羽土雞	2017-03-04	2017-03-07	H5N2	HPAI	業者主動通報	436	437	Yunlin County
437b	23.68289	120.19185	紅羽土雞	2017-03-04	2017-03-07	H5N2	HPAI	業者主動通報	437	436	Yunlin County
433b	22.564779	120.506388	其他	2017-03-03	2017-03-06	H5N8	HPAI	民眾通報	433	435	Pingtung County
434b	23.7536	120.21897	紅羽土雞	2017-03-03	2017-03-06	H5N2	HPAI	業者主動通報	434	434	Yunlin County
435b	23.65885	120.2218	土番鴨	2017-03-03	2017-03-07	H5N2	HPAI	屠宰場回溯	435	433	Yunlin County
430b	23.749968	120.268862	肉鵝	2017-03-02	2017-03-05	H5N2	HPAI	業者主動通報	430	432	Yunlin County
431b	23.78336	120.24324	紅羽土雞	2017-03-02	2017-03-05	H5N2	HPAI	業者主動通報	431	431	Yunlin County
432b	23.731083	120.237466	黑羽土雞	2017-03-02	2017-03-05	H5N2	HPAI	業者主動通報	432	430	Yunlin County
426b	23.69833	120.48051	肉鴨	2017-03-01	2017-03-04	H5Nx	HPAI	主動監測	426	429	Yunlin County
427b	23.77069	120.58282	肉鴨	2017-03-01	2017-03-06	H5N8	HPAI	主動監測	427	428	Yunlin County
428b	23.72965	120.50512	肉鴨	2017-03-01	2017-03-06	H5N2_H5N8	HPAI	主動監測	428	427	Yunlin County
429b	24.69747222	121.69569444	肉鴨	2017-03-01	2017-03-09	H5N2	HPAI	周邊監測	429	426	Yilan County
425b	23.6123	120.192825	紅羽土雞	2017-02-28	2017-03-03	H5N2	HPAI	業者主動通報	425	425	Yunlin County
421b	23.73131	120.23694	紅羽土雞	2017-02-27	2017-03-02	H5N2	HPAI	業者主動通報	421	424	Yunlin County
422b	22.90019	120.3385	黑羽土雞	2017-02-27	2017-03-02	H5N8	HPAI	業者主動通報	422	423	Tainan City
423b	23.597651	120.248266	黑羽土雞	2017-02-27	2017-03-02	H5N2	HPAI	業者主動通報	423	422	Yunlin County
424b	22.42002778	120.57591667	肉鴨	2017-02-27	2017-03-03	H5N8	HPAI	主動監測	424	421	Pingtung County
419b	23.634661	120.169435	肉鵝	2017-02-26	2017-03-01	H5N2	HPAI	業者主動通報	419	420	Yunlin County
420b	23.73838	120.21632	紅羽土雞	2017-02-26	2017-03-01	H5N2	HPAI	業者主動通報	420	419	Yunlin County
417b	23.236534	120.282562	紅羽土雞	2017-02-25	2017-02-28	H5N2	HPAI	業者主動通報	417	418	Tainan City
418b	23.51914	120.46886	火雞	2017-02-25	2017-03-01	H5N8	HPAI	業者主動通報	418	417	Chiayi County
411b	23.754997	120.23065	紅羽土雞	2017-02-24	2017-02-28	H5N2	HPAI	業者主動通報	411	416	Yunlin County
412b	23.64299	120.16824	肉鴨	2017-02-24	2017-03-01	H5N2	HPAI	主動監測	412	415	Yunlin County
413b	23.845612	120.342292	肉鴨	2017-02-24	2017-03-03	H5Nx	HPAI	主動監測	413	414	Changhua County
414b	23.859907	120.32743	肉鴨	2017-02-24	2017-03-03	H5N2	HPAI	主動監測	414	413	Changhua County
415b	24.699	121.68819444	肉鴨	2017-02-24	2017-03-03	H5N2	HPAI	主動監測	415	412	Yilan County
416b	24.699	121.68819444	肉鴨	2017-02-24	2017-03-04	H5N2	HPAI	周邊監測	416	411	Yilan County
407b	23.34632	120.30405	紅羽土雞	2017-02-23	2017-02-26	H5N2	HPAI	業者主動通報	407	410	Tainan City
408b	23.846917	120.295444	肉鴨	2017-02-23	2017-02-28	H5N2	HPAI	主動監測	408	409	Changhua County
409b	23.87194	120.29925	肉鴨	2017-02-23	2017-02-28	H5N2	HPAI	主動監測	409	408	Changhua County
410b	23.72277	120.24002	肉鴨	2017-02-23	2017-03-01	H5N2	HPAI	主動監測	410	407	Yunlin County
